"","id_cliente","nome_cliente","segmento","cidade","estado","pais","mercado","regiao"
"1411","CS-2355","Christine Sundaresam","Consumidor","Pretoria","Gauteng","South Africa","Africa","Africa"
"1412","GM-4695","Greg Maxwell","Corporativo","Sale","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1413","AT-435","Alyssa Tate","Outros","Dire Dawa","Dire Dawa","Ethiopia","Africa","Africa"
"1414","MC-8130","Mike Caudle","Corporativo","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1415","FP-4320","Frank Preis","Consumidor","Termez","Surxondaryo","Uzbekistan","EMEA","EMEA"
"1416","DK-3225","Dean Katz","Corporativo","Medina","Al Madinah","Saudi Arabia","EMEA","EMEA"
"1417","VG-11790","Vivek Gonzalez","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1418","LF-7185","Luke Foster","Consumidor","Lubumbashi","Katanga","Democratic Republic of the Congo","Africa","Africa"
"1419","NC-8535","Nick Crebassa","Corporativo","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1420","DB-3405","Denny Blanton","Consumidor","Drobeta-Turnu Severin","Mehedinti","Romania","EMEA","EMEA"
"1421","MH-8115","Mick Hernandez","Outros","Bo","Southern","Sierra Leone","Africa","Africa"
"1422","SA-10830","Sue Ann Reed","Consumidor","Bandirma","Balikesir","Turkey","EMEA","EMEA"
"1423","JK-5640","Jim Kriz","Outros","Kryvyy Rih","Dnipropetrovs'k","Ukraine","EMEA","EMEA"
"1424","VF-11715","Vicky Freymann","Outros","Kananga","Kasai-Occidental","Democratic Republic of the Congo","Africa","Africa"
"1425","VW-11775","Victoria Wilson","Corporativo","Prague","Prague","Czech Republic","EMEA","EMEA"
"1426","SN-10710","Steve Nguyen","Outros","Vienna","Vienna","Austria","EMEA","EMEA"
"1427","MS-7980","Michael Stewart","Corporativo","Voronezh","Voronezh","Russia","EMEA","EMEA"
"1428","AD-180","Alan Dominguez","Outros","Elazig","Elazig","Turkey","EMEA","EMEA"
"1429","MC-8100","Mick Crebagga","Consumidor","Khorramabad","Lorestan","Iran","EMEA","EMEA"
"1430","JB-5925","Joni Blumstein","Consumidor","Shkoder","Shkodër","Albania","EMEA","EMEA"
"1431","JC-5340","Jasper Cacioppo","Consumidor","Niamey","Niamey","Niger","Africa","Africa"
"1432","MF-7665","Maureen Fritzler","Corporativo","Kerman","Kerman","Iran","EMEA","EMEA"
"1433","RP-9270","Rachel Payne","Corporativo","Bishkek","Bishkek","Kyrgyzstan","EMEA","EMEA"
"1434","PF-9120","Peter Fuller","Consumidor","Vienna","Vienna","Austria","EMEA","EMEA"
"1435","DK-2895","Dana Kaydos","Consumidor","Sale","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1436","RW-9630","Rob Williams","Corporativo","Natitingou","Atakora","Benin","Africa","Africa"
"1437","TM-11490","Tony Molinari","Consumidor","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA"
"1438","Co-2640","Corey-Lock","Consumidor","Agadir","Souss-Massa-Draâ","Morocco","Africa","Africa"
"1439","EM-3810","Eleni McCrary","Corporativo","Nizhyn","Chernihiv","Ukraine","EMEA","EMEA"
"1440","JK-6090","Juliana Krohn","Consumidor","Lagos","Lagos","Nigeria","Africa","Africa"
"1441","JH-5430","Jennifer Halladay","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1442","AR-405","Allen Rosenblatt","Corporativo","Dnipropetrovs'k","Dnipropetrovs'k","Ukraine","EMEA","EMEA"
"1443","TZ-11580","Tracy Zic","Consumidor","Ashgabat","Ashgabat","Turkmenistan","EMEA","EMEA"
"1444","BG-1035","Barry Gonzalez","Consumidor","Panevezys","Panevezys","Lithuania","EMEA","EMEA"
"1445","PS-9045","Penelope Sewall","Outros","Prague","Prague","Czech Republic","EMEA","EMEA"
"1446","MS-7770","Maxwell Schwartz","Consumidor","Andijon","Andijan","Uzbekistan","EMEA","EMEA"
"1447","SS-10875","Sung Shariari","Consumidor","Lagos","Lagos","Nigeria","Africa","Africa"
"1448","DB-2970","Darren Budd","Corporativo","Bertoua","Est","Cameroon","Africa","Africa"
"1449","SS-10515","Shirley Schmidt","Outros","Ad Diwem","White Nile","Sudan","Africa","Africa"
"1450","AW-930","Arthur Wiediger","Outros","Arbil","Arbil","Iraq","EMEA","EMEA"
"1451","PK-8910","Paul Knutson","Outros","Qostanay","Qostanay","Kazakhstan","EMEA","EMEA"
"1452","GM-4440","Gary McGarr","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1453","CY-2745","Craig Yedwab","Corporativo","Casablanca","Grand Casablanca","Morocco","Africa","Africa"
"1454","RW-9690","Robert Waldorf","Consumidor","Sanandaj","Kordestan","Iran","EMEA","EMEA"
"1455","CC-2100","Chad Cunningham","Outros","Oran","Oran","Algeria","Africa","Africa"
"1456","KD-6345","Katherine Ducich","Consumidor","Luanda","Luanda","Angola","Africa","Africa"
"1457","KN-6390","Katherine Nockton","Corporativo","Dayr az Zawr","Dayr Az Zawr","Syria","EMEA","EMEA"
"1458","GT-4710","Greg Tran","Consumidor","Miass","Chelyabinsk","Russia","EMEA","EMEA"
"1459","TS-11085","Thais Sissman","Consumidor","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"1460","RR-9525","Rick Reed","Corporativo","Tychy","Silesia","Poland","EMEA","EMEA"
"1461","MT-7815","Meg Tillman","Consumidor","Arak","Markazi","Iran","EMEA","EMEA"
"1462","JA-5970","Joseph Airdo","Consumidor","Libreville","Estuaire","Gabon","Africa","Africa"
"1463","CB-2535","Claudia Bergmann","Corporativo","Benin City","Edo","Nigeria","Africa","Africa"
"1464","AP-720","Anne Pryor","Outros","Balmazujvaros","Hajdu-Bihar","Hungary","EMEA","EMEA"
"1465","SP-10860","Sung Pak","Corporativo","Mohammedia","Grand Casablanca","Morocco","Africa","Africa"
"1466","IL-5100","Ivan Liston","Consumidor","Al Hillah","Babil","Iraq","EMEA","EMEA"
"1467","VD-11670","Valerie Dominguez","Consumidor","Bursa","Bursa","Turkey","EMEA","EMEA"
"1468","EH-3765","Edward Hooks","Corporativo","Tarsus","Mersin","Turkey","EMEA","EMEA"
"1469","BS-1755","Bruce Stewart","Consumidor","Port Harcourt","Rivers","Nigeria","Africa","Africa"
"1470","HL-5040","Hunter Lopez","Consumidor","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA"
"1471","CA-2310","Christine Abelman","Corporativo","Mosul","Ninawa","Iraq","EMEA","EMEA"
"1472","AC-420","Alyssa Crouse","Corporativo","Basra","Al Basrah","Iraq","EMEA","EMEA"
"1473","CC-2145","Charles Crestani","Consumidor","Nairobi","Nairobi","Kenya","Africa","Africa"
"1474","KB-6585","Ken Black","Corporativo","Mosul","Ninawa","Iraq","EMEA","EMEA"
"1475","JG-5115","Jack Garza","Consumidor","Dakar","Dakar","Senegal","Africa","Africa"
"1476","GK-4620","Grace Kelly","Corporativo","Khouribga","Chaouia-Ouardigha","Morocco","Africa","Africa"
"1477","FW-4395","Fred Wasserman","Corporativo","Yaounde","Centre","Cameroon","Africa","Africa"
"1478","VM-11685","Valerie Mitchum","Outros","Luhans'k","Luhans'k","Ukraine","EMEA","EMEA"
"1479","RB-9360","Raymond Buch","Consumidor","Nairobi","Nairobi","Kenya","Africa","Africa"
"1480","AG-495","Andrew Gjertsen","Corporativo","Windhoek","Khomas","Namibia","Africa","Africa"
"1481","IM-5070","Irene Maddox","Consumidor","Shiraz","Fars","Iran","EMEA","EMEA"
"1482","MC-7635","Matthew Clasen","Corporativo","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1483","SH-10635","Stefanie Holloman","Corporativo","Chisinau","Chisinau","Moldova","EMEA","EMEA"
"1484","KC-6540","Kelly Collister","Consumidor","Balti","Balti","Moldova","EMEA","EMEA"
"1485","QJ-9255","Quincy Jones","Corporativo","Izmir","Izmir","Turkey","EMEA","EMEA"
"1486","JK-5325","Jason Klamczynski","Corporativo","Mombasa","Coast","Kenya","Africa","Africa"
"1487","AI-855","Arianne Irving","Consumidor","Kahramanmaras","Kahramanmaras","Turkey","EMEA","EMEA"
"1488","SC-10095","Sanjit Chand","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1489","CT-1995","Carol Triggs","Consumidor","Donets'k","Donetsk","Ukraine","EMEA","EMEA"
"1490","PJ-8835","Patrick Jones","Corporativo","Calabar","Cross River","Nigeria","Africa","Africa"
"1491","JM-6195","Justin MacKendrick","Consumidor","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1492","CV-2295","Christina VanderZanden","Consumidor","Astana","Astana","Kazakhstan","EMEA","EMEA"
"1493","DB-3120","David Bremer","Corporativo","Hamilton","Ontario","Canada","Canada","Canada"
"1494","NL-8310","Nancy Lomonaco","Outros","Asyut","Asyut","Egypt","Africa","Africa"
"1495","BB-1545","Brenda Bowman","Corporativo","Sale","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1496","BV-1245","Benjamin Venier","Corporativo","Mashhad","Razavi Khorasan","Iran","EMEA","EMEA"
"1497","BS-1380","Bill Stewart","Corporativo","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1498","KA-6525","Kelly Andreada","Consumidor","Voronezh","Voronezh","Russia","EMEA","EMEA"
"1499","RB-9795","Ross Baird","Outros","Chisinau","Chisinau","Moldova","EMEA","EMEA"
"1500","EP-3915","Emily Phan","Consumidor","Huambo","Huambo","Angola","Africa","Africa"
"1501","JS-5595","Jill Stevenson","Corporativo","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1502","JE-5610","Jim Epp","Corporativo","Lagos","Lagos","Nigeria","Africa","Africa"
"1503","CJ-1875","Carl Jackson","Corporativo","Konya","Konya","Turkey","EMEA","EMEA"
"1504","TH-11550","Tracy Hopkins","Outros","Kisangani","Orientale","Democratic Republic of the Congo","Africa","Africa"
"1505","HR-4830","Harold Ryan","Corporativo","Guelma","Guelma","Algeria","Africa","Africa"
"1506","KC-6675","Kimberly Carter","Corporativo","Malatya","Malatya","Turkey","EMEA","EMEA"
"1507","LS-7200","Luke Schmidt","Corporativo","Ostrava","Moravian-Silesian","Czech Republic","EMEA","EMEA"
"1508","DL-2925","Daniel Lacy","Consumidor","Mecca","Makkah","Saudi Arabia","EMEA","EMEA"
"1509","WB-11850","William Brown","Consumidor","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1510","SJ-10500","Shirley Jackson","Consumidor","K'ut'aisi","Imereti","Georgia","EMEA","EMEA"
"1511","DF-3135","David Flashing","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1512","SZ-10035","Sam Zeldin","Outros","Tehran","Tehran","Iran","EMEA","EMEA"
"1513","CK-2205","Chloris Kastensmidt","Consumidor","Gaziantep","Gaziantep","Turkey","EMEA","EMEA"
"1514","TM-11010","Tamara Manning","Consumidor","Kulob","Khatlon","Tajikistan","EMEA","EMEA"
"1515","FC-4335","Fred Chung","Corporativo","Javanrud","Kermanshah","Iran","EMEA","EMEA"
"1516","GB-4530","George Bell","Corporativo","Klagenfurt","Carinthia","Austria","EMEA","EMEA"
"1517","BF-1275","Beth Fritzler","Corporativo","Bursa","Bursa","Turkey","EMEA","EMEA"
"1518","NB-8655","Nona Balk","Corporativo","Izmir","Izmir","Turkey","EMEA","EMEA"
"1519","EH-3990","Erica Hackney","Consumidor","Kisangani","Orientale","Democratic Republic of the Congo","Africa","Africa"
"1520","SP-10545","Sibella Parks","Corporativo","Nairobi","Nairobi","Kenya","Africa","Africa"
"1521","Dp-3240","Dean percer","Outros","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1522","LW-6825","Laurel Workman","Corporativo","Zahedan","Sistan Va Baluchestan","Iran","EMEA","EMEA"
"1523","EN-3780","Edward Nazzal","Consumidor","Ivanovo","Ivanovo","Russia","EMEA","EMEA"
"1524","TZ-11445","Tom Zandusky","Corporativo","Galati","Galati","Romania","EMEA","EMEA"
"1525","KD-6615","Ken Dana","Corporativo","Beni Mellal","Tadla-Azilal","Morocco","Africa","Africa"
"1526","LD-7005","Lisa DeCherney","Consumidor","Rasht","Gilan","Iran","EMEA","EMEA"
"1527","CL-1890","Carl Ludwig","Consumidor","Limbe","Sud-Ouest","Cameroon","Africa","Africa"
"1528","HG-4965","Henry Goldwyn","Corporativo","London","Ontario","Canada","Canada","Canada"
"1529","BO-1350","Bill Overfelt","Corporativo","Niamey","Niamey","Niger","Africa","Africa"
"1530","YC-11895","Yoseph Carroll","Corporativo","Edmonton","Alberta","Canada","Canada","Canada"
"1531","JM-5535","Jessica Myrick","Consumidor","Jerusalem","Jerusalem","Israel","EMEA","EMEA"
"1532","RA-9885","Ruben Ausman","Corporativo","Poltava","Poltava","Ukraine","EMEA","EMEA"
"1533","KM-6660","Khloe Miller","Consumidor","Malatya","Malatya","Turkey","EMEA","EMEA"
"1534","DW-3585","Dorothy Wardle","Corporativo","Rabat","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1535","TS-11655","Trudy Schmidt","Consumidor","Dakar","Dakar","Senegal","Africa","Africa"
"1536","RK-9300","Ralph Kennedy","Consumidor","Nairobi","Nairobi","Kenya","Africa","Africa"
"1537","SC-10020","Sam Craven","Consumidor","Timisoara","Timis","Romania","EMEA","EMEA"
"1538","AG-390","Allen Goldenen","Consumidor","Gulu","Gulu","Uganda","Africa","Africa"
"1539","AT-735","Annie Thurman","Consumidor","Galati","Galati","Romania","EMEA","EMEA"
"1540","JW-5955","Joni Wasserman","Consumidor","Alexandria","Al Iskandariyah","Egypt","Africa","Africa"
"1541","AF-885","Art Foster","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1542","KB-6405","Katrina Bavinger","Outros","Ashdod","Southern","Israel","EMEA","EMEA"
"1543","BP-1290","Beth Paige","Consumidor","Zagreb","Grad Zagreb","Croatia","EMEA","EMEA"
"1544","OT-8730","Olvera Toch","Consumidor","Constantine","Constantine","Algeria","Africa","Africa"
"1545","LS-6975","Lindsay Shagiari","Outros","Mississauga","Ontario","Canada","Canada","Canada"
"1546","GD-4590","Giulietta Dortch","Corporativo","Sliven","Sliven","Bulgaria","EMEA","EMEA"
"1547","MP-7965","Michael Paige","Corporativo","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"1548","DS-3180","David Smith","Corporativo","Algiers","Alger","Algeria","Africa","Africa"
"1549","ED-3885","Emily Ducich","Outros","Gusau","Zamfara","Nigeria","Africa","Africa"
"1550","NZ-8565","Nick Zandusky","Outros","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1551","JG-5805","John Grady","Corporativo","East London","Eastern Cape","South Africa","Africa","Africa"
"1552","EB-3870","Emily Burns","Consumidor","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1553","BG-1695","Brooke Gillingham","Corporativo","Sokode","Centrale","Togo","Africa","Africa"
"1554","SR-10425","Sharelle Roach","Outros","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1555","AS-90","Adam Shillingsburg","Consumidor","Sale","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1556","SP-10620","Stefania Perrino","Corporativo","Almaty","Almaty City","Kazakhstan","EMEA","EMEA"
"1557","SH-10395","Shahid Hopkins","Consumidor","Montréal","Quebec","Canada","Canada","Canada"
"1558","AR-540","Andy Reiter","Consumidor","Shiraz","Fars","Iran","EMEA","EMEA"
"1559","CM-2235","Chris McAfee","Consumidor","Bursa","Bursa","Turkey","EMEA","EMEA"
"1560","AS-225","Alan Schoenberger","Corporativo","Saveh","Markazi","Iran","EMEA","EMEA"
"1561","RA-9915","Russell Applegate","Consumidor","Khomeynishahr","Esfahan","Iran","EMEA","EMEA"
"1562","RS-9420","Ricardo Sperren","Corporativo","Kandi","Alibori","Benin","Africa","Africa"
"1563","TN-11040","Tanja Norvell","Outros","Bagamoyo","Pwani","Tanzania","Africa","Africa"
"1564","VP-11730","Victor Preis","Outros","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1565","KW-6435","Katrina Willman","Consumidor","Lusaka","Lusaka","Zambia","Africa","Africa"
"1566","PP-8955","Paul Prost","Outros","Bryansk","Bryansk","Russia","EMEA","EMEA"
"1567","SC-10575","Sonia Cooley","Consumidor","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1568","ML-7410","Maris LaWare","Consumidor","Eskisehir","Eskisehir","Turkey","EMEA","EMEA"
"1569","CJ-2010","Caroline Jumper","Consumidor","Rabat","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1570","FG-4260","Frank Gastineau","Outros","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1571","TW-11025","Tamara Willingham","Outros","Lagos","Lagos","Nigeria","Africa","Africa"
"1572","DB-3210","Dean Braden","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1573","EA-4035","Erin Ashbrook","Corporativo","Konya","Konya","Turkey","EMEA","EMEA"
"1574","EM-3825","Elizabeth Moffitt","Corporativo","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1575","TB-11355","Todd Boyes","Corporativo","Lagos","Lagos","Nigeria","Africa","Africa"
"1576","ME-8010","Michelle Ellison","Corporativo","Bandundu","Bandundu","Democratic Republic of the Congo","Africa","Africa"
"1577","JE-5715","Joe Elijah","Consumidor","Dakar","Dakar","Senegal","Africa","Africa"
"1578","MC-7605","Matt Connell","Corporativo","Tallinn","Harjumaa","Estonia","EMEA","EMEA"
"1579","FH-4350","Fred Harton","Consumidor","Mersin","Mersin","Turkey","EMEA","EMEA"
"1580","BC-1125","Becky Castell","Outros","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1581","MG-7875","Michael Grace","Outros","Arusha","Arusha","Tanzania","Africa","Africa"
"1582","FH-4275","Frank Hawley","Corporativo","Ndola","Copperbelt","Zambia","Africa","Africa"
"1583","DK-2985","Darren Koutras","Consumidor","Kano","Kano","Nigeria","Africa","Africa"
"1584","BK-1260","Berenike Kampe","Consumidor","Misratah","Misratah","Libya","Africa","Africa"
"1585","MP-7470","Mark Packer","Outros","Lagos","Lagos","Nigeria","Africa","Africa"
"1586","SC-10800","Stuart Calhoun","Consumidor","Benin City","Edo","Nigeria","Africa","Africa"
"1587","BD-1500","Bradley Drucker","Consumidor","Lagos","Lagos","Nigeria","Africa","Africa"
"1588","RC-9825","Roy Collins","Consumidor","Budapest","Budapest","Hungary","EMEA","EMEA"
"1589","MG-7890","Michael Granlund","Outros","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1590","ZC-11910","Zuschuss Carroll","Consumidor","Maiduguri","Borno","Nigeria","Africa","Africa"
